Year,Month,Day,Value
2005,5,10,97
2005,6,10,26
2005,7,10,26
2005,8,10,4
2005,9,10,76
2005,10,10,14
2005,11,10,88
2005,12,10,97
2005,1,11,91
2005,2,11,77
2005,3,11,16
2005,4,11,53
2005,5,11,96
2005,6,11,65
2005,7,11,93
2005,8,11,4
2005,9,11,3
2005,10,11,14
2005,11,11,58
2005,12,11,22
2005,1,12,0
2005,2,12,76
2005,3,12,72
2005,4,12,17
2005,5,12,73
2005,6,12,29
2005,7,12,75
2005,8,12,23
2005,9,12,93
2005,10,12,54
2005,11,12,30
2005,12,12,94
2005,1,13,60
2005,2,13,72
2005,3,13,29
2005,4,13,53
2005,5,13,57
2005,6,13,96
2005,7,13,95
2005,8,13,56
2005,9,13,67
2005,10,13,94
2005,11,13,9
2005,12,13,10
2005,1,14,68
2005,2,14,13
2005,3,14,62
2005,4,14,12
2005,5,14,53
2005,6,14,56
2005,7,14,92
2005,8,14,94
2005,9,14,82
2005,10,14,62
2005,11,14,57
2005,12,14,91
2005,1,15,94
2005,2,15,37
2005,3,15,6
2005,4,15,90
2005,5,15,33
2005,6,15,38
2005,7,15,31
2005,8,15,30
2005,9,15,71
2005,10,15,42
2005,11,15,48
2005,12,15,70
2005,1,16,79
2005,2,16,61
2005,3,16,43
2005,4,16,27
2005,5,16,1
2005,6,16,20
2005,7,16,62
2005,8,16,85
2005,9,16,87
2005,10,16,95
2005,11,16,62
2005,12,16,67
2005,1,17,44
2005,2,17,16
2005,3,17,18
2005,4,17,6
2005,5,17,75
2005,6,17,32
2005,7,17,41
2005,8,17,59
2005,9,17,87
2005,10,17,48
2005,11,17,26
2005,12,17,61
2005,1,18,92
2005,2,18,47
2005,3,18,29
2005,4,18,8
2005,5,18,8
2005,6,18,96
2005,7,18,2
2005,8,18,58
2005,9,18,19
2005,10,18,54
2005,11,18,35
2005,12,18,8
2005,1,19,19
2005,2,19,31
2005,3,19,15
2005,4,19,84
2005,5,19,72
2005,6,19,56
2005,7,19,32
2005,8,19,41
2005,9,19,31
2005,10,19,18
2005,11,19,64
2005,12,19,56
2005,1,20,94
2005,2,20,56
2005,3,20,72
2005,4,20,85
2005,5,20,46
2005,6,20,90
2005,7,20,98
2005,8,20,97
2005,9,20,27
2005,10,20,64
2005,11,20,59
2005,12,20,62
2005,1,21,80
2005,2,21,34
2005,3,21,32
2005,4,21,76
2005,5,21,17
2005,6,21,51
2005,7,21,72
2005,8,21,56
2005,9,21,82
2005,10,21,7
2005,11,21,14
2005,12,21,67
2005,1,22,94
2005,2,22,97
2005,3,22,88
2005,4,22,2
2005,5,22,11
2005,6,22,46
2005,7,22,19
2005,8,22,21
2005,9,22,39
2005,10,22,24
2005,11,22,88
2005,12,22,38
2005,1,23,86
2005,2,23,40
2005,3,23,96
2005,4,23,47
2005,5,23,49
2005,6,23,57
2005,7,23,78
2005,8,23,94
2005,9,23,28
2005,10,23,43
2005,11,23,58
2005,12,23,62
2005,1,24,91
2005,2,24,1
2005,3,24,83
2005,4,24,22
2005,5,24,18
2005,6,24,27
2005,7,24,68
2005,8,24,89
2005,9,24,57
2005,10,24,80
2005,11,24,66
2005,12,24,11
2005,1,25,76
2005,2,25,82
2005,3,25,10
2005,4,25,82
2005,5,25,49
2005,6,25,38
2005,7,25,64
2005,8,25,50
2005,9,25,1
2005,10,25,22
2005,11,25,14
2005,12,25,86
2005,1,26,95
2005,2,26,70
2005,3,26,90
2005,4,26,37
2005,5,26,40
2005,6,26,63
2005,7,26,54
2005,8,26,57
2005,9,26,46
2005,10,26,73
2005,11,26,18
2005,12,26,21
2005,1,27,11
2005,2,27,19
2005,3,27,84
2005,4,27,42
2005,5,27,99
2005,6,27,43
2005,7,27,34
2005,8,27,21
2005,9,27,82
2005,10,27,80
2005,11,27,25
2005,12,27,55
2005,1,28,16
2005,2,28,0
2005,3,28,64
2005,4,28,67
2005,5,28,45
2005,6,28,70
2005,7,28,75
2005,8,28,78
2005,9,28,50
2005,10,28,70
2005,11,28,84
2005,12,28,97
2005,1,29,36
2005,2,29,0
2005,3,29,31
2005,4,29,26
2005,5,29,11
2005,6,29,24
2005,7,29,81
2005,8,29,75
2005,9,29,22
2005,10,29,28
2005,11,29,4
2005,12,29,52
2005,1,30,85
2005,2,30,0
2005,3,30,43
2005,4,30,0
2005,5,30,64
2005,6,30,0
2005,7,30,59
2005,8,30,10
2005,9,30,0
2005,10,30,81
2005,11,30,0
2005,12,30,84
2006,1,1,57
2006,2,1,26
2006,3,1,66
2006,4,1,0
2006,5,1,27
2006,6,1,82
2006,7,1,27
2006,8,1,63
2006,9,1,46
2006,10,1,87
2006,11,1,49
2006,12,1,96
2006,1,2,57
2006,2,2,56
2006,3,2,73
2006,4,2,41
2006,5,2,9
2006,6,2,8
2006,7,2,23
2006,8,2,75
2006,9,2,82
2006,10,2,18
2006,11,2,52
2006,12,2,47
2006,1,3,96
2006,2,3,27
2006,3,3,83
2006,4,3,76
2006,5,3,14
2006,6,3,16
2006,7,3,66
2006,8,3,3
2006,9,3,11
2006,10,3,68
2006,11,3,1
2006,12,3,34
2006,1,4,36
2006,2,4,36
2006,3,4,23
2006,4,4,29
2006,5,4,8
2006,6,4,62
2006,7,4,31
2006,8,4,63
2006,9,4,52
2006,10,4,9
2006,11,4,71
2006,12,4,54
2006,1,5,79
2006,2,5,41
2006,3,5,47
2006,4,5,67
2006,5,5,35
2006,6,5,78
2006,7,5,32
2006,8,5,83
2006,9,5,99
2006,10,5,83
2006,11,5,6
2006,12,5,90
2006,1,6,66
2006,2,6,42
2006,3,6,0
2006,4,6,95
2006,5,6,25
2006,6,6,52
2006,7,6,6
2006,8,6,71
2006,9,6,51
2006,10,6,63
2006,11,6,89
2006,12,6,40
2006,1,7,29
2006,2,7,15
2006,3,7,26
2006,4,7,57
2006,5,7,73
2006,6,7,75
2006,7,7,45
2006,8,7,24
2006,9,7,13
2006,10,7,78
2006,11,7,91
2006,12,7,39
2006,1,8,79
2006,2,8,63
2006,3,8,4
2006,4,8,52
2006,5,8,34
2006,6,8,31
2006,7,8,46
2006,8,8,47
2006,9,8,88
2006,10,8,43
2006,11,8,17
2006,12,8,32
2006,1,9,26
2006,2,9,58
2006,3,9,90
2006,4,9,35
2006,5,9,88
2006,6,9,10
2006,7,9,21
2006,8,9,42
2006,9,9,66
2006,10,9,51
2006,11,9,96
2006,12,9,75
2006,1,10,69
2006,2,10,96
2006,3,10,21
2006,4,10,77
2006,5,10,0
2006,6,10,57
2006,7,10,42
2006,8,10,37
2006,9,10,84
2006,10,10,25
2006,11,10,79
2006,12,10,32
2006,1,11,1
2006,2,11,9
2006,3,11,95
2006,4,11,73
2006,5,11,40
2006,6,11,56
2006,7,11,24
2006,8,11,46
2006,9,11,1
2006,10,11,69
2006,11,11,50
2006,12,11,9
2006,1,12,61
2006,2,12,80
2006,3,12,90
2006,4,12,21
2006,5,12,87
2006,6,12,75
2006,7,12,6
2006,8,12,34
2006,9,12,41
2006,10,12,1
2006,11,12,72
2006,12,12,90
2006,1,13,39
2006,2,13,78
2006,3,13,33
2006,4,13,98
2006,5,13,66
2006,6,13,90
2006,7,13,91
2006,8,13,66
2006,9,13,29
2006,10,13,55
2006,11,13,84
2006,12,13,7
2006,1,14,2
2006,2,14,20
2006,3,14,50
2006,4,14,81
2006,5,14,64
2006,6,14,31
2006,7,14,55
2006,8,14,35
2006,9,14,79
2006,10,14,65
2006,11,14,65
2006,12,14,9
2006,1,15,94
2006,2,15,54
2006,3,15,76
2006,4,15,31
2006,5,15,3
2006,6,15,77
2006,7,15,6
2006,8,15,92
2006,9,15,39
2006,10,15,89
2006,11,15,91
2006,12,15,98
2006,1,16,98
2006,2,16,79
2006,3,16,93
2006,4,16,14
2006,5,16,91
2006,6,16,18
2006,7,16,39
2006,8,16,37
2006,9,16,25
2006,10,16,4
2006,11,16,86
2006,12,16,27
2006,1,17,66
2006,2,17,40
2006,3,17,94
2006,4,17,37
2006,5,17,20
2006,6,17,75
2006,7,17,95
2006,8,17,50
2006,9,17,65
2006,10,17,98
2006,11,17,83
2006,12,17,28
2006,1,18,70
2006,2,18,89
2006,3,18,63
2006,4,18,41
2006,5,18,0
2006,6,18,17
2006,7,18,81
2006,8,18,82
2006,9,18,63
2006,10,18,11
2006,11,18,42
2006,12,18,40
2006,1,19,12
2006,2,19,7
2006,3,19,54
2006,4,19,47
2006,5,19,3
2006,6,19,38
2006,7,19,30
2006,8,19,90
2006,9,19,15
2006,10,19,34
2006,11,19,68
2006,12,19,86
2006,1,20,81
2006,2,20,39
2006,3,20,83
2006,4,20,57
2006,5,20,6
2006,6,20,10
2006,7,20,96
2006,8,20,68
2006,9,20,45
2006,10,20,29
2006,11,20,41
2006,12,20,80
2006,1,21,66
2006,2,21,59
2006,3,21,82
2006,4,21,81
2006,5,21,53
2006,6,21,45
2006,7,21,8
2006,8,21,51
2006,9,21,26
2006,10,21,84
2006,11,21,12
2006,12,21,73
2006,1,22,16
2006,2,22,35
2006,3,22,93
2006,4,22,21
2006,5,22,2
2006,6,22,80
2006,7,22,92
2006,8,22,90
2006,9,22,62
2006,10,22,43
2006,11,22,44
2006,12,22,7
2006,1,23,3
2006,2,23,44
2006,3,23,77
2006,4,23,38
2006,5,23,30
2006,6,23,14
2006,7,23,82
2006,8,23,52
2006,9,23,86
2006,10,23,13
2006,11,23,17
2006,12,23,72
2006,1,24,47
2006,2,24,97
2006,3,24,54
2006,4,24,89
2006,5,24,79
2006,6,24,83
2006,7,24,44
2006,8,24,64
2006,9,24,37
2006,10,24,87
2006,11,24,45
2006,12,24,46
2006,1,25,9
2006,2,25,89
2006,3,25,40
2006,4,25,61
2006,5,25,67
2006,6,25,24
2006,7,25,12
2006,8,25,23
2006,9,25,79
2006,10,25,38
2006,11,25,2
2006,12,25,72
2006,1,26,9
2006,2,26,15
2006,3,26,30
2006,4,26,83
2006,5,26,69
2006,6,26,12
2006,7,26,55
2006,8,26,18
2006,9,26,13
2006,10,26,99
2006,11,26,25
2006,12,26,93
2006,1,27,38
2006,2,27,76
2006,3,27,46
2006,4,27,13
2006,5,27,33
2006,6,27,78
2006,7,27,44
2006,8,27,77
2006,9,27,7
2006,10,27,95
2006,11,27,42
2006,12,27,52
2006,1,28,23
2006,2,28,0
2006,3,28,48
2006,4,28,95
2006,5,28,92
2006,6,28,14
2006,7,28,24
2006,8,28,80
2006,9,28,29
2006,10,28,94
2006,11,28,12
2006,12,28,59
2006,1,29,36
2006,2,29,0
2006,3,29,78
2006,4,29,47
2006,5,29,42
2006,6,29,1
2006,7,29,41
2006,8,29,77
2006,9,29,73
2006,10,29,8
2006,11,29,78
2006,12,29,56
2006,1,30,61
2006,2,30,0
2006,3,30,42
2006,4,30,0
2006,5,30,49
2006,6,30,0
2006,7,30,3
2006,8,30,71
2006,9,30,0
2006,10,30,79
2006,11,30,0
2006,12,30,2
2007,1,2,16
2007,2,2,88
2007,3,2,42
2007,4,2,17
2007,5,2,62
2007,6,2,51
2007,7,2,24
2007,8,2,64
2007,9,2,69
2007,10,2,13
2007,11,2,82
2007,12,2,60
2007,1,3,73
2007,2,3,73
2007,3,3,88
2007,4,3,67
2007,5,3,6
2007,6,3,42
2007,7,3,24
2007,8,3,0
2007,9,3,44
2007,10,3,48
2007,11,3,86
2007,12,3,5
2007,1,4,97
2007,2,4,95
2007,3,4,87
2007,4,4,10
2007,5,4,93
2007,6,4,49
2007,7,4,71
2007,8,4,67
2007,9,4,34
2007,10,4,69
2007,11,4,69
2007,12,4,86
2007,1,5,61
2007,2,5,68
2007,3,5,58
2007,4,5,58
2007,5,5,4
2007,6,5,53
2007,7,5,0
2007,8,5,22
2007,9,5,7
2007,10,5,17
2007,11,5,26
2007,12,5,13
2007,1,6,45
2007,2,6,55
2007,3,6,87
2007,4,6,38
2007,5,6,39
2007,6,6,7
2007,7,6,22
2007,8,6,9
2007,9,6,7
2007,10,6,75
2007,11,6,1
2007,12,6,81
2007,1,7,32
2007,2,7,71
2007,3,7,95
2007,4,7,26
2007,5,7,53
2007,6,7,18
2007,7,7,40
2007,8,7,71
2007,9,7,66
2007,10,7,93
2007,11,7,19
2007,12,7,98
2007,1,8,13
2007,2,8,31
2007,3,8,88
2007,4,8,6
2007,5,8,27
2007,6,8,27
2007,7,8,64
2007,8,8,33
2007,9,8,52
2007,10,8,5
2007,11,8,2
2007,12,8,37
2007,1,9,92
2007,2,9,95
2007,3,9,60
2007,4,9,84
2007,5,9,44
2007,6,9,88
2007,7,9,50
2007,8,9,44
2007,9,9,66
2007,10,9,85
2007,11,9,46
2007,12,9,28
2007,1,10,30
2007,2,10,29
2007,3,10,80
2007,4,10,99
2007,5,10,18
2007,6,10,30
2007,7,10,70
2007,8,10,76
2007,9,10,29
2007,10,10,23
2007,11,10,34
2007,12,10,29
2007,1,11,49
2007,2,11,47
2007,3,11,51
2007,4,11,7
2007,5,11,83
2007,6,11,86
2007,7,11,32
2007,8,11,61
2007,9,11,60
2007,10,11,45
2007,11,11,68
2007,12,11,73
2007,1,12,30
2007,2,12,96
2007,3,12,88
2007,4,12,97
2007,5,12,15
2007,6,12,92
2007,7,12,1
2007,8,12,58
2007,9,12,46
2007,10,12,8
2007,11,12,78
2007,12,12,27
2007,1,13,49
2007,2,13,61
2007,3,13,18
2007,4,13,29
2007,5,13,44
2007,6,13,92
2007,7,13,68
2007,8,13,57
2007,9,13,19
2007,10,13,54
2007,11,13,75
2007,12,13,97
2007,1,14,36
2007,2,14,29
2007,3,14,77
2007,4,14,69
2007,5,14,93
2007,6,14,30
2007,7,14,80
2007,8,14,45
2007,9,14,33
2007,10,14,28
2007,11,14,47
2007,12,14,27
2007,1,15,88
2007,2,15,32
2007,3,15,22
2007,4,15,40
2007,5,15,50
2007,6,15,43
2007,7,15,24
2007,8,15,39
2007,9,15,46
2007,10,15,96
2007,11,15,95
2007,12,15,10
2007,1,16,75
2007,2,16,53
2007,3,16,89
2007,4,16,87
2007,5,16,99
2007,6,16,83
2007,7,16,78
2007,8,16,19
2007,9,16,45
2007,10,16,81
2007,11,16,62
2007,12,16,86
2007,1,17,18
2007,2,17,63
2007,3,17,54
2007,4,17,89
2007,5,17,26
2007,6,17,85
2007,7,17,51
2007,8,17,37
2007,9,17,21
2007,10,17,44
2007,11,17,70
2007,12,17,74
2007,1,18,52
2007,2,18,49
2007,3,18,65
2007,4,18,27
2007,5,18,4
2007,6,18,34
2007,7,18,48
2007,8,18,43
2007,9,18,26
2007,10,18,76
2007,11,18,10
2007,12,18,97
2007,1,19,28
2007,2,19,0
2007,3,19,26
2007,4,19,11
2007,5,19,16
2007,6,19,25
2007,7,19,21
2007,8,19,49
2007,9,19,85
2007,10,19,83
2007,11,19,92
2007,12,19,59
2007,1,20,13
2007,2,20,23
2007,3,20,68
2007,4,20,29
2007,5,20,87
2007,6,20,49
2007,7,20,87
2007,8,20,89
2007,9,20,69
2007,10,20,71
2007,11,20,16
2007,12,20,46
2007,1,21,73
2007,2,21,92
2007,3,21,36
2007,4,21,23
2007,5,21,87
2007,6,21,39
2007,7,21,22
2007,8,21,16
2007,9,21,19
2007,10,21,82
2007,11,21,40
2007,12,21,27
2007,1,22,11
2007,2,22,56
2007,3,22,46
2007,4,22,38
2007,5,22,67
2007,6,22,2
2007,7,22,78
2007,8,22,65
2007,9,22,13
2007,10,22,33
2007,11,22,73
2007,12,22,40
2007,1,23,91
2007,2,23,15
2007,3,23,81
2007,4,23,38
2007,5,23,39
2007,6,23,23
2007,7,23,8
2007,8,23,1
2007,9,23,95
2007,10,23,24
2007,11,23,32
2007,12,23,63
2007,1,24,43
2007,2,24,96
2007,3,24,22
2007,4,24,35
2007,5,24,67
2007,6,24,44
2007,7,24,5
2007,8,24,30
2007,9,24,65
2007,10,24,71
2007,11,24,43
2007,12,24,80
2007,1,25,71
2007,2,25,36
2007,3,25,5
2007,4,25,31
2007,5,25,57
2007,6,25,57
2007,7,25,67
2007,8,25,78
2007,9,25,8
2007,10,25,33
2007,11,25,23
2007,12,25,69
2007,1,26,61
2007,2,26,20
2007,3,26,80
2007,4,26,34
2007,5,26,47
2007,6,26,84
2007,7,26,27
2007,8,26,31
2007,9,26,33
2007,10,26,28
2007,11,26,41
2007,12,26,20
2007,1,27,44
2007,2,27,91
2007,3,27,22
2007,4,27,16
2007,5,27,4
2007,6,27,38
2007,7,27,0
2007,8,27,70
2007,9,27,68
2007,10,27,62
2007,11,27,83
2007,12,27,23
2007,1,28,40
2007,2,28,43
2007,3,28,24
2007,4,28,6
2007,5,28,81
2007,6,28,69
2007,7,28,84
2007,8,28,18
2007,9,28,9
2007,10,28,88
2007,11,28,91
2007,12,28,99
2007,1,29,3
2007,2,29,0
2007,3,29,53
2007,4,29,23
2007,5,29,4
2007,6,29,51
2007,7,29,65
2007,8,29,39
2007,9,29,84
2007,10,29,99
2007,11,29,53
2007,12,29,24
2007,1,30,18
2007,2,30,0
2007,3,30,81
2007,4,30,70
2007,5,30,49
2007,6,30,75
2007,7,30,65
2007,8,30,13
2007,9,30,81
2007,10,30,55
2007,11,30,19
2007,12,30,51
2007,1,31,60
2007,2,31,0
2007,3,31,67
2007,4,31,0
2007,5,31,98
2007,6,31,0
2007,7,31,21
2007,8,31,41
2007,9,31,0
2007,10,31,98
2007,11,31,0
2007,12,31,41
2008,1,2,91
2008,2,2,66
2008,3,2,91
2008,4,2,28
2008,5,2,42
2008,6,2,20
2008,7,2,13
2008,8,2,9
2008,9,2,54
2008,10,2,15
2008,11,2,54
2008,12,2,16
2008,1,3,95
2008,2,3,9
2008,3,3,35
2008,4,3,11
2008,5,3,10
2008,6,3,90
2008,7,3,92
2008,8,3,85
2008,9,3,53
2008,10,3,36
2008,11,3,95
2008,12,3,6
2008,1,4,51
2008,2,4,8
2008,3,4,93
2008,4,4,66
2008,5,4,34
2008,6,4,66
2008,7,4,2
2008,8,4,42
2008,9,4,64
2008,10,4,60
2008,11,4,29
2008,12,4,81
2008,1,5,58
2008,2,5,81
2008,3,5,21
2008,4,5,94
2008,5,5,99
2008,6,5,87
2008,7,5,42
2008,8,5,72
2008,9,5,50
2008,10,5,38
2008,11,5,98
2008,12,5,81
2008,1,6,71
2008,2,6,37
2008,3,6,99
2008,4,6,75
2008,5,6,60
2008,6,6,99
2008,7,6,80
2008,8,6,11
2008,9,6,12
2008,10,6,2
2008,11,6,59
2008,12,6,71
2008,1,7,53
2008,2,7,72
2008,3,7,71
2008,4,7,69
2008,5,7,50
2008,6,7,85
2008,7,7,38
2008,8,7,80
2008,9,7,64
2008,10,7,54
2008,11,7,97
2008,12,7,57
2008,1,8,58
2008,2,8,15
2008,3,8,68
2008,4,8,22
2008,5,8,57
2008,6,8,93
2008,7,8,67
2008,8,8,81
2008,9,8,61
2008,10,8,79
2008,11,8,31
2008,12,8,18
2008,1,9,18
2008,2,9,73
2008,3,9,65
2008,4,9,41
2008,5,9,87
2008,6,9,70
2008,7,9,4
2008,8,9,7
2008,9,9,4
2008,10,9,71
2008,11,9,16
2008,12,9,43
2008,1,10,68
2008,2,10,15
2008,3,10,78
2008,4,10,25
2008,5,10,92
2008,6,10,78
2008,7,10,23
2008,8,10,41
2008,9,10,83
2008,10,10,64
2008,11,10,35
2008,12,10,35
2008,1,11,66
2008,2,11,31
2008,3,11,84
2008,4,11,22
2008,5,11,47
2008,6,11,94
2008,7,11,76
2008,8,11,14
2008,9,11,30
2008,10,11,69
2008,11,11,85
2008,12,11,79
2008,1,12,35
2008,2,12,66
2008,3,12,51
2008,4,12,57
2008,5,12,82
2008,6,12,22
2008,7,12,47
2008,8,12,84
2008,9,12,38
2008,10,12,17
2008,11,12,76
2008,12,12,16
2008,1,13,40
2008,2,13,71
2008,3,13,8
2008,4,13,64
2008,5,13,58
2008,6,13,52
2008,7,13,41
2008,8,13,30
2008,9,13,54
2008,10,13,60
2008,11,13,7
2008,12,13,49
2008,1,14,34
2008,2,14,54
2008,3,14,72
2008,4,14,46
2008,5,14,12
2008,6,14,98
2008,7,14,20
2008,8,14,26
2008,9,14,73
2008,10,14,62
2008,11,14,96
2008,12,14,12
2008,1,15,6
2008,2,15,48
2008,3,15,31
2008,4,15,75
2008,5,15,27
2008,6,15,59
2008,7,15,41
2008,8,15,54
2008,9,15,36
2008,10,15,79
2008,11,15,35
2008,12,15,76
2008,1,16,97
2008,2,16,90
2008,3,16,8
2008,4,16,5
2008,5,16,76
2008,6,16,71
2008,7,16,41
2008,8,16,2
2008,9,16,23
2008,10,16,90
2008,11,16,14
2008,12,16,94
2008,1,17,12
2008,2,17,72
2008,3,17,58
2008,4,17,34
2008,5,17,63
2008,6,17,51
2008,7,17,94
2008,8,17,18
2008,9,17,87
2008,10,17,81
2008,11,17,5
2008,12,17,56
2008,1,18,93
2008,2,18,54
2008,3,18,4
2008,4,18,64
2008,5,18,27
2008,6,18,30
2008,7,18,23
2008,8,18,98
2008,9,18,96
2008,10,18,49
2008,11,18,25
2008,12,18,3
2008,1,19,39
2008,2,19,33
2008,3,19,47
2008,4,19,16
2008,5,19,63
2008,6,19,57
2008,7,19,84
2008,8,19,96
2008,9,19,96
2008,10,19,33
2008,11,19,97
2008,12,19,70
2008,1,20,53
2008,2,20,1
2008,3,20,86
2008,4,20,51
2008,5,20,57
2008,6,20,70
2008,7,20,76
2008,8,20,82
2008,9,20,24
2008,10,20,84
2008,11,20,1
2008,12,20,49
2008,1,21,90
2008,2,21,52
2008,3,21,46
2008,4,21,42
2008,5,21,83
2008,6,21,47
2008,7,21,6
2008,8,21,48
2008,9,21,1
2008,10,21,11
2008,11,21,93
2008,12,21,45
2008,1,22,37
2008,2,22,6
2008,3,22,59
2008,4,22,99
2008,5,22,42
2008,6,22,61
2008,7,22,81
2008,8,22,13
2008,9,22,59
2008,10,22,77
2008,11,22,13
2008,12,22,85
2008,1,23,48
2008,2,23,55
2008,3,23,70
2008,4,23,34
2008,5,23,3
2008,6,23,99
2008,7,23,83
2008,8,23,84
2008,9,23,89
2008,10,23,32
2008,11,23,96
2008,12,23,86
2008,1,24,10
2008,2,24,41
2008,3,24,11
2008,4,24,59
2008,5,24,29
2008,6,24,71
2008,7,24,4
2008,8,24,64
2008,9,24,69
2008,10,24,53
2008,11,24,43
2008,12,24,49
2008,1,25,98
2008,2,25,35
2008,3,25,96
2008,4,25,39
2008,5,25,92
2008,6,25,63
2008,7,25,76
2008,8,25,85
2008,9,25,2
2008,10,25,9
2008,11,25,59
2008,12,25,43
2008,1,26,34
2008,2,26,37
2008,3,26,19
2008,4,26,46
2008,5,26,98
2008,6,26,33
2008,7,26,21
2008,8,26,89
2008,9,26,59
2008,10,26,25
2008,11,26,46
2008,12,26,99
2008,1,27,64
2008,2,27,6
2008,3,27,15
2008,4,27,4
2008,5,27,80
2008,6,27,73
2008,7,27,89
2008,8,27,48
2008,9,27,69
2008,10,27,33
2008,11,27,16
2008,12,27,29
2008,1,28,53
2008,2,28,20
2008,3,28,94
2008,4,28,3
2008,5,28,43
2008,6,28,35
2008,7,28,12
2008,8,28,62
2008,9,28,16
2008,10,28,56
2008,11,28,83
2008,12,28,76
2008,1,29,60
2008,2,29,94
2008,3,29,75
2008,4,29,12
2008,5,29,89
2008,6,29,66
2008,7,29,63
2008,8,29,87
2008,9,29,39
2008,10,29,19
2008,11,29,44
2008,12,29,26
2008,1,30,63
2008,2,30,0
2008,3,30,2
2008,4,30,60
2008,5,30,37
2008,6,30,55
2008,7,30,62
2008,8,30,50
2008,9,30,63
2008,10,30,48
2008,11,30,6
2008,12,30,70
2008,1,31,42
2008,2,31,0
2008,3,31,87
2008,4,31,0
2008,5,31,37
2008,6,31,0
2008,7,31,23
2008,8,31,70
2008,9,31,0
2008,10,31,24
2008,11,31,0
2008,12,31,77
2009,1,2,33
2009,2,2,29
2009,3,2,31
2009,4,2,62
2009,5,2,0
2009,6,2,79
2009,7,2,85
2009,8,2,79
2009,9,2,48
2009,10,2,14
2009,11,2,26
2009,12,2,73
2009,1,3,20
2009,2,3,20
2009,3,3,86
2009,4,3,97
2009,5,3,30
2009,6,3,28
2009,7,3,82
2009,8,3,14
2009,9,3,90
2009,10,3,8
2009,11,3,38
2009,12,3,71
2009,1,4,75
2009,2,4,28
2009,3,4,60
2009,4,4,64
2009,5,4,0
2009,6,4,48
2009,7,4,35
2009,8,4,73
2009,9,4,20
2009,10,4,94
2009,11,4,41
2009,12,4,61
2009,1,5,3
2009,2,5,24
2009,3,5,92
2009,4,5,0
2009,5,5,84
2009,6,5,2
2009,7,5,15
2009,8,5,89
2009,9,5,68
2009,10,5,30
2009,11,5,28
2009,12,5,32
2009,1,6,45
2009,2,6,17
2009,3,6,91
2009,4,6,93
2009,5,6,22
2009,6,6,3
2009,7,6,66
2009,8,6,39
2009,9,6,82
2009,10,6,15
2009,11,6,80
2009,12,6,62
2009,1,7,3
2009,2,7,61
2009,3,7,22
2009,4,7,9
2009,5,7,72
2009,6,7,84
2009,7,7,30
2009,8,7,64
2009,9,7,70
2009,10,7,19
2009,11,7,14
2009,12,7,89
2009,1,8,26
2009,2,8,99
2009,3,8,37
2009,4,8,78
2009,5,8,79
2009,6,8,59
2009,7,8,89
2009,8,8,93
2009,9,8,12
2009,10,8,48
2009,11,8,52
2009,12,8,61
2009,1,9,51
2009,2,9,37
2009,3,9,23
2009,4,9,93
2009,5,9,21
2009,6,9,48
2009,7,9,33
2009,8,9,78
2009,9,9,56
2009,10,9,99
2009,11,9,4
2009,12,9,14
2009,1,10,22
2009,2,10,87
2009,3,10,97
2009,4,10,43
2009,5,10,81
2009,6,10,59
2009,7,10,71
2009,8,10,19
2009,9,10,71
2009,10,10,78
2009,11,10,70
2009,12,10,77
2009,1,11,70
2009,2,11,91
2009,3,11,26
2009,4,11,60
2009,5,11,45
2009,6,11,0
2009,7,11,98
2009,8,11,81
2009,9,11,28
2009,10,11,4
2009,11,11,80
2009,12,11,71
2009,1,12,17
2009,2,12,7
2009,3,12,92
2009,4,12,85
2009,5,12,50
2009,6,12,54
2009,7,12,90
2009,8,12,46
2009,9,12,72
2009,10,12,68
2009,11,12,17
2009,12,12,65
2009,1,13,48
2009,2,13,75
2009,3,13,56
2009,4,13,89
2009,5,13,94
2009,6,13,33
2009,7,13,92
2009,8,13,12
2009,9,13,19
2009,10,13,12
2009,11,13,73
2009,12,13,7
2009,1,14,41
2009,2,14,47
2009,3,14,80
2009,4,14,75
2009,5,14,48
2009,6,14,59
2009,7,14,65
2009,8,14,46
2009,9,14,71
2009,10,14,74
2009,11,14,53
2009,12,14,74
2009,1,15,39
2009,2,15,12
2009,3,15,20
2009,4,15,86
2009,5,15,38
2009,6,15,52
2009,7,15,78
2009,8,15,24
2009,9,15,45
2009,10,15,15
2009,11,15,79
2009,12,15,64
2009,1,16,8
2009,2,16,16
2009,3,16,85
2009,4,16,9
2009,5,16,34
2009,6,16,66
2009,7,16,76
2009,8,16,21
2009,9,16,3
2009,10,16,98
2009,11,16,77
2009,12,16,25
2009,1,17,77
2009,2,17,45
2009,3,17,32
2009,4,17,64
2009,5,17,23
2009,6,17,94
2009,7,17,62
2009,8,17,23
2009,9,17,68
2009,10,17,51
2009,11,17,44
2009,12,17,24
2009,1,18,4
2009,2,18,38
2009,3,18,3
2009,4,18,25
2009,5,18,68
2009,6,18,22
2009,7,18,40
2009,8,18,72
2009,9,18,56
2009,10,18,76
2009,11,18,53
2009,12,18,44
2009,1,19,86
2009,2,19,2
2009,3,19,17
2009,4,19,7
2009,5,19,37
2009,6,19,56
2009,7,19,93
2009,8,19,62
2009,9,19,28
2009,10,19,70
2009,11,19,67
2009,12,19,61
2009,1,20,54
2009,2,20,49
2009,3,20,97
2009,4,20,67
2009,5,20,38
2009,6,20,64
2009,7,20,30
2009,8,20,51
2009,9,20,59
2009,10,20,47
